Reaction_ID,lb,ub
HMR_1011,-0.565597176,0.565597176
HMR_1097,-1.03562391,1.03562391
HMR_1099,-1.03562391,1.03562391
HMR_0160,-3.739848103,3.739848103
HMR_0162,-3.739848103,3.739848103
HMR_0163,-2.03562391,2.03562391
HMR_3029,-4.822220272,4.822220272
HMR_3030,-4.822220272,4.822220272
HMR_3034,-2.03562391,2.03562391
HMR_3037,-4.822220272,4.822220272
HMR_2778,-2.419538892,2.419538892
HMR_2780,-4.822220272,4.822220272
HMR_2785,-4.822220272,4.822220272
HMR_2787,-2.419538892,2.419538892
HMR_2788,-4.822220272,4.822220272
HMR_2789,-2.419538892,2.419538892
HMR_2790,-4.822220272,4.822220272
HMR_2791,-2.419538892,2.419538892
HMR_2792,-4.822220272,4.822220272
HMR_2793,-2.419538892,2.419538892
HMR_2794,-4.822220272,4.822220272
HMR_2795,-2.419538892,2.419538892
HMR_2796,-4.822220272,4.822220272
HMR_2797,-2.419538892,2.419538892
HMR_2798,-4.822220272,4.822220272
HMR_2799,-2.419538892,2.419538892
HMR_2800,-4.822220272,4.822220272
HMR_2801,-2.419538892,2.419538892
HMR_2803,-4.822220272,4.822220272
HMR_2805,-2.419538892,2.419538892
HMR_2806,-4.822220272,4.822220272
HMR_2807,-2.419538892,2.419538892
HMR_2809,-4.822220272,4.822220272
HMR_2811,-2.419538892,2.419538892
HMR_2812,-4.822220272,4.822220272
HMR_2813,-2.419538892,2.419538892
HMR_2814,-4.822220272,4.822220272
HMR_2815,-2.419538892,2.419538892
HMR_2816,-4.822220272,4.822220272
HMR_2817,-2.419538892,2.419538892
HMR_2819,-4.822220272,4.822220272
HMR_2821,-2.419538892,2.419538892
HMR_2822,-4.822220272,4.822220272
HMR_2823,-2.419538892,2.419538892
HMR_2824,-4.822220272,4.822220272
HMR_2827,-4.822220272,4.822220272
HMR_2831,-2.419538892,2.419538892
HMR_2832,-4.822220272,4.822220272
HMR_2835,-2.419538892,2.419538892
HMR_2836,-4.822220272,4.822220272
HMR_2837,-2.419538892,2.419538892
HMR_2838,-4.822220272,4.822220272
HMR_2839,-2.419538892,2.419538892
HMR_2840,-4.822220272,4.822220272
HMR_2841,-2.419538892,2.419538892
HMR_2842,-4.822220272,4.822220272
HMR_2843,-2.419538892,2.419538892
HMR_2844,-4.822220272,4.822220272
HMR_2845,-2.419538892,2.419538892
HMR_2846,-4.822220272,4.822220272
HMR_2847,-2.419538892,2.419538892
HMR_2848,-4.822220272,4.822220272
HMR_2849,-2.419538892,2.419538892
HMR_2850,-4.822220272,4.822220272
HMR_2851,-2.419538892,2.419538892
HMR_2852,-4.822220272,4.822220272
HMR_2853,-2.419538892,2.419538892
HMR_2854,-4.822220272,4.822220272
HMR_2855,-2.419538892,2.419538892
HMR_2856,-4.822220272,4.822220272
HMR_2857,-2.419538892,2.419538892
HMR_2859,-4.822220272,4.822220272
HMR_2861,-2.419538892,2.419538892
HMR_2862,-4.822220272,4.822220272
HMR_2863,-2.419538892,2.419538892
HMR_2864,-4.822220272,4.822220272
HMR_2865,-2.419538892,2.419538892
HMR_2866,-4.822220272,4.822220272
HMR_2867,-2.419538892,2.419538892
HMR_2868,-4.822220272,4.822220272
HMR_2869,-2.419538892,2.419538892
HMR_2870,-4.822220272,4.822220272
HMR_2871,-2.419538892,2.419538892
HMR_2872,-4.822220272,4.822220272
HMR_2873,-2.419538892,2.419538892
HMR_2874,-4.822220272,4.822220272
HMR_2875,-2.419538892,2.419538892
HMR_2876,-4.822220272,4.822220272
HMR_2878,-2.419538892,2.419538892
HMR_2879,-4.822220272,4.822220272
HMR_2880,-2.419538892,2.419538892
HMR_2882,-4.822220272,4.822220272
HMR_2884,-2.419538892,2.419538892
HMR_2886,-4.822220272,4.822220272
HMR_2888,-2.419538892,2.419538892
HMR_2890,-4.822220272,4.822220272
HMR_2892,-2.419538892,2.419538892
HMR_2894,-4.822220272,4.822220272
HMR_2896,-2.419538892,2.419538892
HMR_2897,-4.822220272,4.822220272
HMR_2898,-2.419538892,2.419538892
HMR_2899,-4.822220272,4.822220272
HMR_2900,-2.419538892,2.419538892
HMR_2901,-4.822220272,4.822220272
HMR_2902,-2.419538892,2.419538892
HMR_2903,-4.822220272,4.822220272
HMR_2904,-2.419538892,2.419538892
HMR_2905,-4.822220272,4.822220272
HMR_2907,-2.419538892,2.419538892
HMR_2908,-4.822220272,4.822220272
HMR_2910,-2.419538892,2.419538892
HMR_2911,-4.822220272,4.822220272
HMR_2913,-2.419538892,2.419538892
HMR_2914,-4.822220272,4.822220272
HMR_2916,-2.419538892,2.419538892
HMR_2917,-4.822220272,4.822220272
HMR_2919,-2.419538892,2.419538892
HMR_2920,-4.822220272,4.822220272
HMR_2922,-2.419538892,2.419538892
HMR_2923,-4.822220272,4.822220272
HMR_2925,-2.419538892,2.419538892
HMR_2926,-4.822220272,4.822220272
HMR_2928,-2.419538892,2.419538892
HMR_2929,-4.822220272,4.822220272
HMR_2931,-2.419538892,2.419538892
HMR_2932,-4.822220272,4.822220272
HMR_3480,-0.367371066,0.367371066
HMR_3481,-6.089794727,6.089794727
HMR_3482,-0.367371066,0.367371066
HMR_3491,-2.797012978,2.797012978
HMR_3493,-0.367371066,0.367371066
HMR_2004,-0.042644337,0.042644337
HMR_7942,-0.111031312,0.111031312
HMR_7943,-0.669026766,0.669026766
HMR_1978,-0.042644337,0.042644337
HMR_2014,-0.014355293,0.014355293
HMR_2020,-1.963474124,1.963474124
HMR_2025,-1.963474124,1.963474124
HMR_1448,-3.930737338,3.930737338
HMR_1465,-7.879705766,7.879705766
HMR_1500,-3.631104282,3.631104282
HMR_3105,-5.74443023,5.74443023
HMR_0484,-3.811471031,3.811471031
HMR_7591,-7.614194504,7.614194504
HMR_8362,-0.056583528,0.056583528
HMR_0928,-2.12763328,2.12763328
HMR_0915,-2.12763328,2.12763328
HMR_1329,-8.131496885,8.131496885
HMR_1339,-4.440287821,4.440287821
HMR_1344,-1.03562391,1.03562391
HMR_1347,-2.592158002,2.592158002
HMR_1382,-8.131496885,8.131496885
HMR_1387,-8.131496885,8.131496885
HMR_1629,-0.014355293,0.014355293
HMR_1630,-0.014355293,0.014355293
HMR_1631,-0.014355293,0.014355293
HMR_1703,-2.797012978,2.797012978
HMR_1778,-3.744161096,3.744161096
HMR_1790,-5.457134594,5.457134594
HMR_1792,-5.457134594,5.457134594
HMR_1803,-5.457134594,5.457134594
HMR_1806,-5.457134594,5.457134594
HMR_1807,-5.457134594,5.457134594
HMR_1835,-0.214124805,0.214124805
HMR_1837,-0.214124805,0.214124805
HMR_1841,-0.214124805,0.214124805
HMR_1842,-0.214124805,0.214124805
HMR_1843,0,0
HMR_1844,-0.214124805,0.214124805
HMR_1845,-0.214124805,0.214124805
HMR_1852,-0.042644337,0.042644337
HMR_4254,-5.188638295,5.188638295
HMR_4262,-7.979053577,7.979053577
HMR_4276,-2.424922088,2.424922088
HMR_8791,-6.496494307,6.496494307
HMR_4727,-5.536674618,5.536674618
HMR_6575,-4.882643049,4.882643049
HMR_3925,-4.498250868,4.498250868
HMR_3929,-0.910732662,0.910732662
HMR_4442,-5.616181231,5.616181231
HMR_4503,-5.616181231,5.616181231
HMR_8144,-5.616181231,5.616181231
HMR_4165,-3.465974465,3.465974465
HMR_4523,-4.498250868,4.498250868
HMR_4817,-1.748461233,1.748461233
HMR_4818,-1.748461233,1.748461233
HMR_4833,-1.748461233,1.748461233
HMR_4834,-1.748461233,1.748461233
HMR_4835,-1.748461233,1.748461233
HMR_4836,-1.748461233,1.748461233
HMR_8346,-0.042644337,0.042644337
HMR_6661,-1.641546029,1.641546029
HMR_8710,-1.03562391,1.03562391
HMR_4556,-0.042644337,0.042644337
HMR_4071,-2.825785627,2.825785627
HMR_6996,-6.287065907,6.287065907
HMR_7741,-2.22342255,2.22342255
HMR_9470,-4.263785614,4.263785614
HMR_9498,-4.15704371,4.15704371
HMR_9500,-6.673273737,6.673273737
HMR_9501,-5.47118746,5.47118746
HMR_9504,-3.475084883,3.475084883
HMR_9508,-2.608809243,2.608809243
HMR_9509,-4.21800615,4.21800615
HMR_9510,-3.924099886,3.924099886
HMR_9511,-5.478001056,5.478001056
HMR_9520,-4.325530332,4.325530332
HMR_9521,-5.115615931,5.115615931
HMR_9523,-4.465321514,4.465321514
HMR_9524,-5.283551423,5.283551423
HMR_9525,-2.592158002,2.592158002
HMR_9535,-4.512858954,4.512858954
HMR_9541,-2.931683057,2.931683057
HMR_9542,-5.771621518,5.771621518
HMR_9544,-1.220329955,1.220329955
HMR_9547,-2.695993813,2.695993813
HMR_9548,-2.817623258,2.817623258
HMR_9549,-4.907371414,4.907371414
HMR_9550,-5.087887101,5.087887101
HMR_9801,-2.09085343,2.09085343
HMR_0018,-0.575312331,0.575312331
HMR_0770,-4.888012585,4.888012585
HMR_1086,-0.056583528,0.056583528
HMR_4844,-6.884964165,6.884964165
HMR_4847,-3.203201156,3.203201156
HMR_4848,-3.203201156,3.203201156
HMR_4849,-3.463360886,3.463360886
HMR_4861,-2.493134922,2.493134922
HMR_4873,-0.097610797,0.097610797
HMR_4882,-3.203201156,3.203201156
HMR_4980,-3.203201156,3.203201156
HMR_4985,-3.203201156,3.203201156
HMR_4992,-5.511910749,5.511910749
HMR_4994,-0.286881148,0.286881148
HMR_5013,-0.286881148,0.286881148
HMR_5023,-0.097610797,0.097610797
HMR_5441,-1.963474124,1.963474124
HMR_5459,-5.475733431,5.475733431
HMR_5461,-5.475733431,5.475733431
HMR_5462,-5.475733431,5.475733431
HMR_5463,-5.475733431,5.475733431
HMR_5464,-5.475733431,5.475733431
HMR_5466,-5.475733431,5.475733431
HMR_5467,-5.475733431,5.475733431
HMR_5468,-5.475733431,5.475733431
HMR_5469,-5.475733431,5.475733431
HMR_5471,-5.475733431,5.475733431
HMR_5472,-5.475733431,5.475733431
HMR_5474,-5.475733431,5.475733431
HMR_5475,-5.475733431,5.475733431
HMR_5476,-5.475733431,5.475733431
HMR_5477,-5.475733431,5.475733431
HMR_5478,-5.475733431,5.475733431
HMR_5479,-5.475733431,5.475733431
HMR_5480,-5.475733431,5.475733431
HMR_5481,-5.475733431,5.475733431
HMR_5482,-5.475733431,5.475733431
HMR_5483,-5.475733431,5.475733431
HMR_5484,-5.475733431,5.475733431
HMR_5485,-5.475733431,5.475733431
HMR_5486,-5.475733431,5.475733431
HMR_5488,-5.475733431,5.475733431
HMR_5489,-5.475733431,5.475733431
HMR_5490,-5.475733431,5.475733431
HMR_5491,-5.475733431,5.475733431
HMR_5493,-5.475733431,5.475733431
HMR_5494,-5.475733431,5.475733431
HMR_5495,-5.475733431,5.475733431
HMR_5496,-5.475733431,5.475733431
HMR_5498,-5.475733431,5.475733431
HMR_5499,-5.475733431,5.475733431
HMR_5500,-5.475733431,5.475733431
HMR_5501,-5.475733431,5.475733431
HMR_5502,-5.475733431,5.475733431
HMR_5503,-5.475733431,5.475733431
HMR_5504,-5.475733431,5.475733431
HMR_5505,-5.475733431,5.475733431
HMR_5506,-5.475733431,5.475733431
HMR_5507,-5.475733431,5.475733431
HMR_5508,-5.475733431,5.475733431
HMR_5509,-5.475733431,5.475733431
HMR_5510,-5.475733431,5.475733431
HMR_5511,-5.475733431,5.475733431
HMR_5512,-5.475733431,5.475733431
HMR_5513,-5.475733431,5.475733431
HMR_5514,-5.475733431,5.475733431
HMR_5515,-5.475733431,5.475733431
HMR_5517,-5.475733431,5.475733431
HMR_5518,-5.475733431,5.475733431
HMR_5519,-5.475733431,5.475733431
HMR_5520,-5.475733431,5.475733431
HMR_5521,-5.475733431,5.475733431
HMR_5522,-5.475733431,5.475733431
HMR_5523,-5.475733431,5.475733431
HMR_5524,-5.475733431,5.475733431
HMR_5525,-5.475733431,5.475733431
HMR_5526,-5.475733431,5.475733431
HMR_5542,-5.475733431,5.475733431
HMR_5543,-5.475733431,5.475733431
HMR_5544,-5.475733431,5.475733431
HMR_5545,-5.475733431,5.475733431
HMR_5546,-5.475733431,5.475733431
HMR_5548,-5.475733431,5.475733431
HMR_5549,-5.475733431,5.475733431
HMR_5551,-5.475733431,5.475733431
HMR_5552,-5.475733431,5.475733431
HMR_5553,-5.475733431,5.475733431
HMR_5554,-5.475733431,5.475733431
HMR_5555,-5.475733431,5.475733431
HMR_5556,-5.475733431,5.475733431
HMR_5557,-5.475733431,5.475733431
HMR_5558,-5.475733431,5.475733431
HMR_5559,-5.475733431,5.475733431
HMR_5560,-5.475733431,5.475733431
HMR_5561,-5.475733431,5.475733431
HMR_5562,-5.475733431,5.475733431
HMR_5563,-5.475733431,5.475733431
HMR_5564,-5.475733431,5.475733431
HMR_5565,-5.475733431,5.475733431
HMR_5566,-5.475733431,5.475733431
HMR_5567,-5.475733431,5.475733431
HMR_5568,-5.475733431,5.475733431
HMR_5569,-5.475733431,5.475733431
HMR_5570,-5.475733431,5.475733431
HMR_5571,-5.475733431,5.475733431
HMR_5572,-5.475733431,5.475733431
HMR_5573,-5.475733431,5.475733431
HMR_5574,-5.475733431,5.475733431
HMR_5575,-5.475733431,5.475733431
HMR_5576,-5.475733431,5.475733431
HMR_5577,-5.475733431,5.475733431
HMR_6056,-1.941106311,1.941106311
HMR_6103,0,0
HMR_6104,0,0
HMR_6105,0,0
HMR_6106,0,0
HMR_6107,0,0
HMR_6123,0,0
HMR_6124,0,0
HMR_6125,0,0
HMR_6126,0,0
HMR_6127,0,0
HMR_6128,0,0
HMR_6130,0,0
HMR_6131,0,0
HMR_6132,0,0
HMR_6133,0,0
HMR_6134,0,0
HMR_6135,0,0
HMR_6136,0,0
HMR_6137,0,0
HMR_6138,0,0
HMR_6139,0,0
HMR_6140,0,0
HMR_6141,0,0
HMR_6142,0,0
HMR_6143,0,0
HMR_6144,0,0
HMR_6145,0,0
HMR_6146,0,0
HMR_6147,0,0
HMR_6148,0,0
HMR_6149,0,0
HMR_6150,0,0
HMR_6151,0,0
HMR_6152,0,0
HMR_6153,0,0
HMR_6154,0,0
HMR_6155,0,0
HMR_6156,0,0
HMR_6157,0,0
HMR_6158,0,0
HMR_6159,0,0
HMR_6160,0,0
HMR_6161,0,0
HMR_6162,0,0
HMR_6163,0,0
HMR_6164,0,0
HMR_6165,0,0
HMR_6166,0,0
HMR_6167,0,0
HMR_6168,0,0
HMR_6169,0,0
HMR_6170,0,0
HMR_6171,0,0
HMR_6172,0,0
HMR_6173,0,0
HMR_6174,0,0
HMR_6175,0,0
HMR_6176,0,0
HMR_6177,0,0
HMR_6178,0,0
HMR_6179,0,0
HMR_6180,0,0
HMR_6181,0,0
HMR_6182,0,0
HMR_6183,0,0
HMR_6184,0,0
HMR_6185,0,0
HMR_6186,0,0
HMR_6187,0,0
HMR_6188,0,0
HMR_6189,0,0
HMR_6190,0,0
HMR_6191,0,0
HMR_6192,0,0
HMR_6193,0,0
HMR_6194,0,0
HMR_6195,0,0
HMR_6196,0,0
HMR_6197,0,0
HMR_6198,0,0
HMR_6199,0,0
HMR_6200,0,0
HMR_6201,0,0
HMR_6202,0,0
HMR_6203,0,0
HMR_6204,0,0
HMR_6205,0,0
HMR_6206,0,0
HMR_6207,0,0
HMR_6208,0,0
HMR_6209,0,0
HMR_6210,0,0
HMR_6211,0,0
HMR_6212,0,0
HMR_6213,0,0
HMR_6218,-0.941106311,0.941106311
HMR_6219,-0.941106311,0.941106311
HMR_6220,-0.941106311,0.941106311
HMR_6221,-0.941106311,0.941106311
HMR_6222,-0.941106311,0.941106311
HMR_6223,-0.941106311,0.941106311
HMR_6224,-0.941106311,0.941106311
HMR_6225,-0.941106311,0.941106311
HMR_6226,-0.941106311,0.941106311
HMR_6227,-0.941106311,0.941106311
HMR_6228,-0.941106311,0.941106311
HMR_6229,-0.941106311,0.941106311
HMR_6230,-0.941106311,0.941106311
HMR_6231,-0.941106311,0.941106311
HMR_6232,-0.941106311,0.941106311
HMR_6233,-0.941106311,0.941106311
HMR_6234,-0.941106311,0.941106311
HMR_6235,-0.941106311,0.941106311
HMR_6236,-0.941106311,0.941106311
HMR_6237,-0.941106311,0.941106311
HMR_6238,-0.941106311,0.941106311
HMR_6239,-0.941106311,0.941106311
HMR_6240,-0.941106311,0.941106311
HMR_6250,-0.056583528,0.056583528
HMR_6253,-0.056583528,0.056583528
HMR_6254,-0.056583528,0.056583528
HMR_6255,-0.056583528,0.056583528
HMR_6256,-0.056583528,0.056583528
HMR_6258,-0.056583528,0.056583528
HMR_6259,-0.056583528,0.056583528
HMR_6261,-0.056583528,0.056583528
HMR_6262,-0.056583528,0.056583528
HMR_6263,-0.056583528,0.056583528
HMR_6264,-0.056583528,0.056583528
HMR_6265,-0.056583528,0.056583528
HMR_6267,-0.056583528,0.056583528
HMR_6270,-0.056583528,0.056583528
HMR_6271,-0.056583528,0.056583528
HMR_6272,-0.056583528,0.056583528
HMR_6273,-0.056583528,0.056583528
HMR_6274,-0.056583528,0.056583528
HMR_7682,-3.196921734,3.196921734
HMR_7683,-3.196921734,3.196921734
HMR_7684,-3.196921734,3.196921734
HMR_7685,-3.196921734,3.196921734
HMR_7686,-3.196921734,3.196921734
HMR_7905,-0.263034406,0.263034406
HMR_8031,-0.150559677,0.150559677
HMR_8081,-0.367371066,0.367371066
HMR_8225,-4.867896464,4.867896464
HMR_8586,-4.464668267,4.464668267
HMR_8636,-3.203201156,3.203201156
HMR_8867,-4.464668267,4.464668267
HMR_9193,-0.150559677,0.150559677
HMR_9195,-0.150559677,0.150559677
HMR_8022,-0.201633861,0.201633861
HMR_0169,-8.046905719,8.046905719
HMR_4237,-0.201633861,0.201633861
HMR_4756,-4.583759754,4.583759754
HMR_4760,-4.583759754,4.583759754
HMR_4851,-3.243364426,3.243364426
HMR_4852,-4.849999259,4.849999259
HMR_4854,-3.243364426,3.243364426
HMR_4855,-4.849999259,4.849999259
HMR_4863,-3.243364426,3.243364426
HMR_4864,-3.243364426,3.243364426
HMR_4867,-3.243364426,3.243364426
HMR_4868,-3.243364426,3.243364426
HMR_4871,-3.243364426,3.243364426
HMR_4872,-3.243364426,3.243364426
HMR_4888,-0.097610797,0.097610797
HMR_4944,-3.196921734,3.196921734
HMR_4951,-0.847996907,0.847996907
HMR_4971,-5.610877199,5.610877199
HMR_4972,-5.610877199,5.610877199
HMR_5031,-4.363871925,4.363871925
HMR_5033,-4.363871925,4.363871925
HMR_5046,-5.442611804,5.442611804
HMR_5124,-4.700994494,4.700994494
HMR_5411,-5.761019265,5.761019265
HMR_6276,-5.610877199,5.610877199
HMR_6277,-5.610877199,5.610877199
HMR_6297,-5.610877199,5.610877199
HMR_6298,-5.610877199,5.610877199
HMR_6391,-4.849999259,4.849999259
HMR_6521,-3.243364426,3.243364426
HMR_6522,-3.243364426,3.243364426
HMR_7719,-4.363871925,4.363871925
HMR_7723,-4.363871925,4.363871925
HMR_7769,-4.361768359,4.361768359
HMR_7804,-3.107687869,3.107687869
HMR_7806,-3.107687869,3.107687869
HMR_7808,-3.107687869,3.107687869
HMR_7810,-3.107687869,3.107687869
HMR_7812,-3.107687869,3.107687869
HMR_7814,-3.107687869,3.107687869
HMR_7818,-3.107687869,3.107687869
HMR_7820,-3.107687869,3.107687869
HMR_7822,-3.107687869,3.107687869
HMR_7824,-3.107687869,3.107687869
HMR_8513,-5.761019265,5.761019265
HMR_8741,-3.243364426,3.243364426
HMR_8742,-3.243364426,3.243364426
HMR_8910,-4.363871925,4.363871925
HMR_1443,-5.761019265,5.761019265
HMR_2407,-1.726831217,1.726831217
HMR_2509,-1.726831217,1.726831217
HMR_3007,-5.761019265,5.761019265
HMR_3018,-1.726831217,1.726831217
HMR_3019,-1.726831217,1.726831217
HMR_3021,-1.726831217,1.726831217
HMR_3022,-1.726831217,1.726831217
HMR_3024,-1.726831217,1.726831217
HMR_3025,-1.726831217,1.726831217
HMR_3026,-2.419538892,2.419538892
HMR_4986,-6.580748492,6.580748492
HMR_5452,-6.580748492,6.580748492
HMR_4535,-3.648465443,3.648465443
HMR_7196,-4.910732662,4.910732662
HMR_7710,-0.678071905,0.678071905
HMR_7714,-0.678071905,0.678071905
HMR_7718,-0.678071905,0.678071905
HMR_7722,-0.678071905,0.678071905
HMR_7726,-0.678071905,0.678071905
HMR_7729,-0.678071905,0.678071905
HMR_8355,-1.257010618,1.257010618
HMR_8688,-1.257010618,1.257010618
HMR_8887,-4.910732662,4.910732662
HMR_8908,-4.910732662,4.910732662
HMR_8928,-1.257010618,1.257010618
HMR_4125,-2.195347598,2.195347598
HMR_7433,-5.465974465,5.465974465
HMR_7675,-5.824513297,5.824513297
HMR_7693,-3.648465443,3.648465443
HMR_7733,-3.125981654,3.125981654
HMR_7740,-5.560714954,5.560714954
HMR_7759,-5.091699834,5.091699834
HMR_7761,-1.070389328,1.070389328
HMR_8146,-4.327687364,4.327687364
HMR_0461,-4.241840184,4.241840184
HMR_2777,-2.419538892,2.419538892
HMR_4880,-1.432959407,1.432959407
HMR_4942,-3.196921734,3.196921734
HMR_5004,-5.379898164,5.379898164
HMR_5027,-5.824513297,5.824513297
HMR_8369,-1.432959407,1.432959407
HMR_9200,-7.411680458,7.411680458
5FTHFt2,-3.196921734,3.196921734
5MTHFt2,-3.196921734,3.196921734
ACCOAtr,-4.867896464,4.867896464
ACRNtm,-3.739848103,3.739848103
ADRNCRNt,-3.739848103,3.739848103
ALAt2rL,-1.257010618,1.257010618
ARACHCRNt,-3.739848103,3.739848103
BTNt2m,-5.761019265,5.761019265
BUTt2m,-5.761019265,5.761019265
C160CRNt,-3.739848103,3.739848103
C161CPT22,-2.613531653,2.613531653
C161CRN2t,-3.739848103,3.739848103
C161CRNt,-3.739848103,3.739848103
C180CRNt,-3.739848103,3.739848103
C181CPT2,-2.613531653,2.613531653
C181CRNt,-3.739848103,3.739848103
C204CRNt,-3.739848103,3.739848103
CITtam,-5.610877199,5.610877199
CLPNDCRNt,-3.739848103,3.739848103
DCSPTN1CRNt,-3.739848103,3.739848103
DLNLCGCRNt,-3.739848103,3.739848103
EICOSTETCRNt,-3.739848103,3.739848103
ELAIDCPT2,-2.613531653,2.613531653
ELAIDCRNt,-3.739848103,3.739848103
FA141ACPH,-5.345893086,5.345893086
FA161ACPH,-5.345893086,5.345893086
FA180ACPH,-5.345893086,5.345893086
FA181ACPH,-5.345893086,5.345893086
FA182ACPH,-5.345893086,5.345893086
FACOAL1813,-7.271743136,7.271743136
FACOAL206,-0.367371066,0.367371066
FBA5,-0.084064265,0.084064265
FOLt2,-3.196921734,3.196921734
GLCt2_2,-0.028569152,0.028569152
GLYt2rL,-1.257010618,1.257010618
HEXCCPT2,-2.613531653,2.613531653
HEXCCRNt,-3.739848103,3.739848103
HPDCACRNt,-3.739848103,3.739848103
HXANtl,-0.678071905,0.678071905
INStl,-0.678071905,0.678071905
LGNCCPT2,-2.613531653,2.613531653
LGNCCRNt,-3.739848103,3.739848103
LNELDCCRNt,-3.739848103,3.739848103
LNLCCRNt,-3.739848103,3.739848103
LNLNCACPT2,-2.613531653,2.613531653
LNLNCACRNt,-3.739848103,3.739848103
LNLNCGCRNt,-3.739848103,3.739848103
MCOATAm,-3.331991778,3.331991778
NRVNCCPT2,-2.613531653,2.613531653
NRVNCCRNt,-3.739848103,3.739848103
PCRNtm,-3.739848103,3.739848103
PIter,-3.907852072,3.907852072
PROt2rL,-1.257010618,1.257010618
PTDCACRNt,-3.739848103,3.739848103
SCP22x,-6.089794727,6.089794727
STRDNCCRNt,-3.739848103,3.739848103
TETPENT3CPT2,-2.613531653,2.613531653
TETPENT3CRNt,-3.739848103,3.739848103
TETPENT6CPT2,-2.613531653,2.613531653
TETPENT6CRNt,-3.739848103,3.739848103
TETTET6CPT2,-2.613531653,2.613531653
TETTET6CRNt,-3.739848103,3.739848103
THFt2,-3.196921734,3.196921734
THMMPt4,-3.196921734,3.196921734
TMNDNCCRNt,-3.739848103,3.739848103
TTDCRNt,-3.739848103,3.739848103
UGT1A10r,0,0
r0170,-7.879705766,7.879705766
r0193,-3.658782734,3.658782734
r0410,-4.655351829,4.655351829
r0575,-7.879705766,7.879705766
r0672,-3.744161096,3.744161096
r0707,-0.097610797,0.097610797
r0774,-5.840966704,5.840966704
r0780,-2.89917563,2.89917563
r0783,-6.854245054,6.854245054
r0913,-5.610877199,5.610877199
r0915,-5.610877199,5.610877199
r0946,-0.35614381,0.35614381
r1135,-3.631104282,3.631104282
r1147,-5.610877199,5.610877199
r1380,-6.854245054,6.854245054
r1381,-6.933690655,6.933690655
r2315,-0.941106311,0.941106311
r2346,-0.056583528,0.056583528
r2373,-5.610877199,5.610877199
r2374,-5.610877199,5.610877199
r2375,-5.610877199,5.610877199
r2376,-5.610877199,5.610877199
r2377,-5.610877199,5.610877199
r2378,-5.610877199,5.610877199
r2379,-5.610877199,5.610877199
r2380,-5.610877199,5.610877199
RE0572N,-5.16470584,5.16470584
RE0581R,-6.245457633,6.245457633
RE0582N,-3.583759754,3.583759754
RE0583N,-7.329033874,7.329033874
RE0702E,-0.042644337,0.042644337
RE0702N,-0.028569152,0.028569152
RE0908G,-1.963474124,1.963474124
RE0908R,-1.963474124,1.963474124
RE0916G,-1.963474124,1.963474124
RE0916R,-1.963474124,1.963474124
RE0918G,-1.963474124,1.963474124
RE0918R,-1.963474124,1.963474124
RE0936E,-0.014355293,0.014355293
RE0937E,-0.014355293,0.014355293
RE0938E,-0.014355293,0.014355293
RE1062M,-4.212569339,4.212569339
RE1099G,-1.963474124,1.963474124
RE1099L,-1.963474124,1.963474124
RE1099R,-1.963474124,1.963474124
RE1100G,-1.963474124,1.963474124
RE1100L,-1.963474124,1.963474124
RE1135G,-1.963474124,1.963474124
RE1135L,-1.963474124,1.963474124
RE1447M,-3.970853654,3.970853654
RE1711M,-1.367371066,1.367371066
RE1804M,-5.457134594,5.457134594
RE1807M,-5.457134594,5.457134594
RE1836M,-6.089794727,6.089794727
RE1860E,-4.328405659,4.328405659
RE1916X,-5.567119488,5.567119488
RE2051G,-4.450881315,4.450881315
RE2051R,-4.450881315,4.450881315
RE2269E,0,0
RE2272L,-5.272023189,5.272023189
RE2296X,-5.567119488,5.567119488
RE2349M,-0.757023247,0.757023247
RE2410N,-6.389910925,6.389910925
RE2513E,-0.042644337,0.042644337
RE2513N,-0.028569152,0.028569152
RE2514E,-0.042644337,0.042644337
RE2514N,-0.028569152,0.028569152
RE2522X,-5.567119488,5.567119488
RE2523X,-5.567119488,5.567119488
RE2524X,-5.567119488,5.567119488
RE2525X,-5.567119488,5.567119488
RE2541E,-0.028569152,0.028569152
RE2541L,-4.931210275,4.931210275
RE2625M,-5.457134594,5.457134594
RE2626M,-5.457134594,5.457134594
RE2888N,-0.028569152,0.028569152
RE2921X,-2.137503524,2.137503524
RE3000M,-7.796429035,7.796429035
RE3001M,-4.884109451,4.884109451
RE3072X,-4.915042791,4.915042791
RE3075X,-0.367371066,0.367371066
RE3104R,-6.245457633,6.245457633
RE3106R,-6.245457633,6.245457633
RE3112R,-6.245457633,6.245457633
RE3113R,-6.245457633,6.245457633
RE3119R,-6.245457633,6.245457633
RE3121R,-6.245457633,6.245457633
RE3122R,-6.245457633,6.245457633
RE3123R,-6.245457633,6.245457633
RE3125R,-6.245457633,6.245457633
RE3126R,-6.245457633,6.245457633
RE3134C,-2.89917563,2.89917563
RE3134R,-2.89917563,2.89917563
RE3147R,-6.245457633,6.245457633
RE3150R,-6.245457633,6.245457633
RE3152R,-6.245457633,6.245457633
RE3153R,-6.245457633,6.245457633
RE3154R,-6.245457633,6.245457633
RE3155R,-6.245457633,6.245457633
RE3158X,-3.86393845,3.86393845
RE3162R,-6.245457633,6.245457633
RE3163R,-6.245457633,6.245457633
RE3164R,-6.245457633,6.245457633
RE3166R,-6.245457633,6.245457633
RE3167R,-6.245457633,6.245457633
